,Hero,Entry,Move,Weapon,HP,Atk,Spd,Def,Res,Total,Link,Color,Version,Book,ReleaseDate
146,Candace: Sly Snatcher,Fates,Infantry,Colorless Bow,38,45,36,25,44,188,https://feheroes.fandom.com/wiki/Candace:_Sly_Snatcher,Colorless,8.4,8,2024-04-16
147,Caspar: Hotheaded Inciter,Three Houses,Infantry,Green Axe,46,48,44,32,28,198,https://feheroes.fandom.com/wiki/Caspar:_Hotheaded_Inciter,Green,8.1,8,2024-10-15
148,Caspar: Summer Intensity,Three Houses,Infantry,Green Axe,46,41,36,30,23,176,https://feheroes.fandom.com/wiki/Caspar:_Summer_Intensity,Green,5.6,5,2021-06-21
149,Castor: Loving Son,Shadow Dragon / (New) Mystery,Infantry,Red Bow,45,46,39,33,24,187,https://feheroes.fandom.com/wiki/Castor:_Loving_Son,Red,8.3,8,2024-03-15
150,Cath: Caper Captain,The Binding Blade,Cavalry,Blue Tome,39,37,43,21,22,162,https://feheroes.fandom.com/wiki/Cath:_Caper_Captain,Blue,6.8,6,2022-08-09
151,Cath: Master Thief,The Binding Blade,Infantry,Green Dagger,41,36,43,27,30,177,https://feheroes.fandom.com/wiki/Cath:_Master_Thief,Green,6.2,6,2022-02-18
152,Catherine: Thunder Knight,Three Houses,Infantry,Red Sword,43,39,41,30,23,176,https://feheroes.fandom.com/wiki/Catherine:_Thunder_Knight,Red,4.1,4,2020-10-19
153,Catria: Azure Wing Pair,Echoes,Flying,Green Axe,40,40,41,28,23,172,https://feheroes.fandom.com/wiki/Catria:_Azure_Wing_Pair,Green,5.5,5,2021-05-20
154,Catria: Middle Whitewing,Shadow Dragon / (New) Mystery,Flying,Blue Lance,39,31,34,29,25,158,https://feheroes.fandom.com/wiki/Catria:_Middle_Whitewing,Blue,1.0,1,2017-02-02
155,Catria: Mild Middle Sister,Echoes,Flying,Red Sword,41,38,36,27,24,166,https://feheroes.fandom.com/wiki/Catria:_Mild_Middle_Sister,Red,3.1,3,2019-10-21
156,Catria: Spring Whitewing,Shadow Dragon / (New) Mystery,Cavalry,Blue Tome,36,32,35,18,23,144,https://feheroes.fandom.com/wiki/Catria:_Spring_Whitewing,Blue,2.3,2,2018-03-22
157,Catria: Windswept Knight,Shadow Dragon / (New) Mystery,Flying,Blue Bow,39,45,45,25,30,184,https://feheroes.fandom.com/wiki/Catria:_Windswept_Knight,Blue,7.9,7,2023-09-07
158,Cecilia: Etrurian Bride,The Binding Blade,Cavalry,Red Tome,40,41,25,18,38,162,https://feheroes.fandom.com/wiki/Cecilia:_Etrurian_Bride,Red,6.5,6,2022-05-20
159,Cecilia: Etrurian General,The Binding Blade,Cavalry,Green Tome,36,32,25,22,29,144,https://feheroes.fandom.com/wiki/Cecilia:_Etrurian_General,Green,1.0,1,2017-02-02
160,Cecilia: Festive Instructor,The Binding Blade,Armored,Colorless Dagger,41,35,23,30,36,165,https://feheroes.fandom.com/wiki/Cecilia:_Festive_Instructor,Colorless,3.0,3,2018-12-18
161,Ced: Hero on the Wind,Genealogy of the Holy War,Infantry,Green Tome,37,35,39,19,31,161,https://feheroes.fandom.com/wiki/Ced:_Hero_on_the_Wind,Green,4.1,4,2020-01-09
162,Ced: Sage of the Wind,Genealogy of the Holy War,Infantry,Green Tome,43,45,46,22,26,182,https://feheroes.fandom.com/wiki/Ced:_Sage_of_the_Wind,Green,7.9,7,2023-09-15
163,Celica: Caring Princess,Echoes,Infantry,Red Tome,39,32,33,22,22,148,https://feheroes.fandom.com/wiki/Celica:_Caring_Princess,Red,1.3,1,2017-05-15
164,Celica: Imprisoned Soul,Echoes,Infantry,Red Sword,40,35,35,27,26,163,https://feheroes.fandom.com/wiki/Celica:_Imprisoned_Soul,Red,2.2,2,2018-02-22
165,Celica: Of Echoes,Echoes,Infantry,Blue Tome,45,46,46,21,24,182,https://feheroes.fandom.com/wiki/Celica:_Of_Echoes,Blue,8.6,8,2024-06-28
166,Celica: Queen of Valentia,Echoes,Infantry,Green Tome,40,38,38,18,28,162,https://feheroes.fandom.com/wiki/Celica:_Queen_of_Valentia,Green,4.0,4,2019-12-25
167,Celica: Sunlit Priestesses,Echoes,Cavalry,Colorless Tome,40,48,47,20,24,179,https://feheroes.fandom.com/wiki/Celica:_Sunlit_Priestesses,Colorless,9.6,9,2025-06-17
168,Celica: Valentia's Hope,Echoes,Infantry,Colorless Tome,40,43,42,21,25,171,https://feheroes.fandom.com/wiki/Celica:_Valentia%27s_Hope,Colorless,6.7,6,2022-07-19
169,Celica: Warrior Priestess,Echoes,Infantry,Red Sword,38,33,39,29,24,163,https://feheroes.fandom.com/wiki/Celica:_Warrior_Priestess,Red,2.8,2,2018-08-21
170,Céline: Blissful Tea Party,Engage,Flying,Red Tome,36,43,47,16,41,183,https://feheroes.fandom.com/wiki/C%C3%A9line:_Blissful_Tea_Party,Red,9.8,9,2025-08-07
171,Céline: Joyous Royal,Engage,Infantry,Green Tome,37,41,44,17,38,177,https://feheroes.fandom.com/wiki/C%C3%A9line:_Joyous_Royal,Green,7.1,7,2023-01-17
172,Céline: Teatime Ninja,Engage,Infantry,Blue Tome,36,44,47,16,45,188,https://feheroes.fandom.com/wiki/C%C3%A9line:_Teatime_Ninja,Blue,8.11,8,2024-11-06
173,Cervantes: Invincible General,Awakening,Armored,Blue Lance,50,45,31,44,25,195,https://feheroes.fandom.com/wiki/Cervantes:_Invincible_General,Blue,6.1,6,2022-10-18
174,Chad: Lycian Wildcat,The Binding Blade,Infantry,Colorless Dagger,45,30,37,26,23,161,https://feheroes.fandom.com/wiki/Chad:_Lycian_Wildcat,Colorless,3.11,3,2019-11-19
175,Charlotte: Money Maiden,Fates,Infantry,Blue Lance,46,36,32,24,19,157,https://feheroes.fandom.com/wiki/Charlotte:_Money_Maiden,Blue,1.3,1,2017-05-30
176,Charlotte: Wily Warrior,Fates,Infantry,Green Axe,48,43,41,25,18,175,https://feheroes.fandom.com/wiki/Charlotte:_Wily_Warrior,Green,5.7,5,2021-07-19
177,Cherche: Shaded by Wings,Awakening,Flying,Green Axe,43,44,20,44,32,183,https://feheroes.fandom.com/wiki/Cherche:_Shaded_by_Wings,Green,6.11,6,2022-11-08
178,Cherche: Wyvern Friend,Awakening,Flying,Green Axe,46,38,25,32,16,157,https://feheroes.fandom.com/wiki/Cherche:_Wyvern_Friend,Green,1.0,1,2017-02-02
179,Chloé: Fairy-Tale Flier,Engage,Flying,Blue Lance,36,38,40,28,42,184,https://feheroes.fandom.com/wiki/Chlo%C3%A9:_Fairy-Tale_Flier,Blue,7.1,7,2023-01-17
180,Chloé: Spring Wings,Awakening,Flying,Red Tome,40,43,47,22,26,178,https://feheroes.fandom.com/wiki/Chlo%C3%A9:_Spring_Wings,Red,8.3,8,2024-03-07
181,Chrom: Crowned Exalt,Awakening,Infantry,Blue Bow,41,42,26,34,25,168,https://feheroes.fandom.com/wiki/Chrom:_Crowned_Exalt,Blue,4.2,4,2020-02-27
182,Chrom: Exalted Prince,Awakening,Infantry,Red Sword,47,37,25,31,17,157,https://feheroes.fandom.com/wiki/Chrom:_Exalted_Prince,Red,1.0,1,2017-02-02
183,Chrom: Fate-Defying Duo,Awakening,Infantry,Red Bow,40,44,27,40,26,177,https://feheroes.fandom.com/wiki/Chrom:_Fate-Defying_Duo,Red,6.2,6,2022-02-08
184,Chrom: Fated Honor,Awakening,Cavalry,Blue Lance,41,42,42,37,17,179,https://feheroes.fandom.com/wiki/Chrom:_Fated_Honor,Blue,6.8,6,2022-08-17
185,Chrom: Fell Exalt,Awakening,Cavalry,Red Sword,41,45,46,29,18,179,https://feheroes.fandom.com/wiki/Chrom:_Fell_Exalt,Red,7.5,7,2023-05-09
186,Chrom: Gifted Leader,Awakening,Armored,Green Axe,51,40,19,35,29,174,https://feheroes.fandom.com/wiki/Chrom:_Gifted_Leader,Green,2.0,2,2017-12-18
187,Chrom: Knight Exalt,Awakening,Cavalry,Red Sword,41,37,28,34,17,157,https://feheroes.fandom.com/wiki/Chrom:_Knight_Exalt,Red,2.3,2,2018-03-09
188,Chrom: Pivotal Blow,Awakening,Infantry,Colorless Bow,40,49,43,49,18,199,https://feheroes.fandom.com/wiki/Chrom:_Pivotal_Blow,Colorless,9.9,9,2025-09-05
189,Chrom: Spring Exalt,Awakening,Infantry,Green Axe,43,35,32,28,20,158,https://feheroes.fandom.com/wiki/Chrom:_Spring_Exalt,Green,1.1,1,2017-03-30
190,Chulainn: Leading Gladiator,Genealogy of the Holy War,Infantry,Green Axe,43,46,48,39,27,203,https://feheroes.fandom.com/wiki/Chulainn:_Leading_Gladiator,Green,9.9,9,2025-09-05
191,Chulainn: Unbeaten Warrior,Genealogy of the Holy War,Infantry,Red Sword,45,46,46,40,21,198,https://feheroes.fandom.com/wiki/Chulainn:_Unbeaten_Warrior,Red,9.1,9,2025-01-08
192,Citrinne: Caring Noble,Engage,Infantry,Green Tome,38,46,27,22,44,177,https://feheroes.fandom.com/wiki/Citrinne:_Caring_Noble,Green,7.7,7,2023-07-18
193,Clair: Highborn Flier,Echoes,Flying,Blue Lance,37,26,36,24,33,156,https://feheroes.fandom.com/wiki/Clair:_Highborn_Flier,Blue,1.2,1,2017-04-14
194,Clanne: Summer Fan,Engage,Infantry,Colorless Dagger,38,40,46,19,45,188,https://feheroes.fandom.com/wiki/Clanne:_Summer_Fan,Colorless,8.7,8,2024-07-05
195,Clarine: Refined Noble,The Binding Blade,Cavalry,Colorless Staff,35,25,33,22,29,144,https://feheroes.fandom.com/wiki/Clarine:_Refined_Noble,Colorless,1.0,1,2017-02-02
196,Clarisse: Sniper in the Dark,Shadow Dragon / (New) Mystery,Infantry,Colorless Bow,37,31,34,25,20,147,https://feheroes.fandom.com/wiki/Clarisse:_Sniper_in_the_Dark,Colorless,1.4,1,2017-06-28
197,Claude: Almyra's King,Three Houses,Flying,Colorless Bow,42,36,40,23,25,166,https://feheroes.fandom.com/wiki/Claude:_Almyra%27s_King,Colorless,4.8,4,2020-08-18
198,Claude: Distant Deer,Three Houses,Cavalry,Blue Bow,40,46,48,24,27,185,https://feheroes.fandom.com/wiki/Claude:_Distant_Deer,Blue,9.2,9,2025-02-07
199,Claude: Golden Breeze,Three Houses,Flying,Green Dagger,42,44,47,24,26,183,https://feheroes.fandom.com/wiki/Claude:_Golden_Breeze,Green,7.9,7,2023-09-07
200,Claude: King of Unification,Three Houses,Flying,Colorless Bow,41,37,41,23,24,166,https://feheroes.fandom.com/wiki/Claude:_King_of_Unification,Colorless,5.2,5,2021-02-26
201,Claude: The Schemer,Three Houses,Cavalry,Colorless Bow,39,33,37,20,21,150,https://feheroes.fandom.com/wiki/Claude:_The_Schemer,Colorless,3.7,3,2019-07-22
202,Claude: Tropical Trouble,Three Houses,Flying,Blue Dagger,41,38,42,25,26,172,https://feheroes.fandom.com/wiki/Claude:_Tropical_Trouble,Blue,6.6,6,2022-06-17
203,Claude: Yuletide Schemer,Three Houses,Armored,Colorless Bow,41,43,46,32,34,196,https://feheroes.fandom.com/wiki/Claude:_Yuletide_Schemer,Colorless,8.0,8,2023-12-14
204,Clive: Idealistic Knight,Echoes,Cavalry,Blue Lance,45,33,25,32,19,154,https://feheroes.fandom.com/wiki/Clive:_Idealistic_Knight,Blue,1.6,1,2017-08-11
205,Colm: Capable Thief,The Sacred Stones,Infantry,Blue Dagger,43,36,41,24,32,176,https://feheroes.fandom.com/wiki/Colm:_Capable_Thief,Blue,6.1,6,2022-01-07
206,Conrad: Masked Knight,Echoes,Cavalry,Blue Lance,40,31,22,34,35,162,https://feheroes.fandom.com/wiki/Conrad:_Masked_Knight,Blue,3.1,3,2019-10-24
207,Conrad: Unmasked Knight,Echoes,Cavalry,Red Sword,39,32,23,33,35,162,https://feheroes.fandom.com/wiki/Conrad:_Unmasked_Knight,Red,4.2,4,2020-02-06
208,Constance: Fallen Noble,Three Houses,Flying,Red Tome,39,42,40,17,29,167,https://feheroes.fandom.com/wiki/Constance:_Fallen_Noble,Red,5.9,5,2021-09-17
209,Cordelia: Knight Paradise,Awakening,Cavalry,Blue Lance,41,32,38,28,18,157,https://feheroes.fandom.com/wiki/Cordelia:_Knight_Paradise,Blue,2.6,2,2018-06-21
210,Cordelia: Knight Paragon,Awakening,Flying,Blue Lance,40,35,35,22,25,157,https://feheroes.fandom.com/wiki/Cordelia:_Knight_Paragon,Blue,1.0,1,2017-02-02
211,Cordelia: Perfect Bride,Awakening,Infantry,Colorless Bow,36,35,35,19,22,147,https://feheroes.fandom.com/wiki/Cordelia:_Perfect_Bride,Colorless,1.3,1,2017-05-30
212,Cordelia: Unyielding Snow,Awakening,Flying,Blue Lance,40,44,43,33,23,183,https://feheroes.fandom.com/wiki/Cordelia:_Unyielding_Snow,Blue,7.0,7,2022-12-16
213,Cormag: Aloof Lanceman,The Sacred Stones,Flying,Blue Lance,42,36,32,34,23,167,https://feheroes.fandom.com/wiki/Cormag:_Aloof_Lanceman,Blue,3.11,3,2019-11-11
214,Cornelia: Saint Consumed,Three Houses,Infantry,Colorless Staff,42,46,23,26,40,177,https://feheroes.fandom.com/wiki/Cornelia:_Saint_Consumed,Colorless,7.4,7,2023-04-18
215,Corrin: Bloodbound Beast,Fates,Infantry,Blue Breath,42,38,38,33,26,177,https://feheroes.fandom.com/wiki/Corrin:_Bloodbound_Beast,Blue,4.5,4,2020-05-08
216,Corrin: Celestial Sorcerer,Fates,Infantry,Green Breath,44,44,21,44,39,192,https://feheroes.fandom.com/wiki/Corrin:_Celestial_Sorcerer,Green,6.1,6,2022-10-06
217,Corrin: Child of Dawn,Fates,Infantry,Green Breath,40,40,46,27,46,199,https://feheroes.fandom.com/wiki/Corrin:_Child_of_Dawn,Green,8.5,8,2024-05-31
218,Corrin: Child of Dusk,Fates,Infantry,Colorless Breath,41,38,40,34,29,182,https://feheroes.fandom.com/wiki/Corrin:_Child_of_Dusk,Colorless,4.8,4,2020-08-31
219,Corrin: Daylight Ninja Act,Fates,Infantry,Blue Lance,41,40,38,35,28,182,https://feheroes.fandom.com/wiki/Corrin:_Daylight_Ninja_Act,Blue,5.11,5,2021-11-05
220,Corrin: Dream Prince,Fates,Infantry,Blue Breath,42,35,35,31,24,167,https://feheroes.fandom.com/wiki/Corrin:_Dream_Prince,Blue,2.11,2,2018-11-09
221,Corrin: Dream Princess,Fates,Infantry,Green Breath,41,31,37,32,27,168,https://feheroes.fandom.com/wiki/Corrin:_Dream_Princess,Green,2.11,2,2018-11-09
222,Corrin: Enjoying Tradition,Fates,Infantry,Colorless Bow,37,32,30,34,18,151,https://feheroes.fandom.com/wiki/Corrin:_Enjoying_Tradition,Colorless,2.1,2,2018-01-16
223,Corrin: Fateful Prince,Fates,Infantry,Red Sword,42,32,32,28,24,158,https://feheroes.fandom.com/wiki/Corrin:_Fateful_Prince,Red,1.0,1,2017-02-02
224,Corrin: Fateful Princess,Fates,Infantry,Blue Breath,41,27,34,34,21,157,https://feheroes.fandom.com/wiki/Corrin:_Fateful_Princess,Blue,1.0,1,2017-02-02
225,Corrin: Nightfall Ninja Act,Fates,Cavalry,Green Tome,38,41,40,23,20,162,https://feheroes.fandom.com/wiki/Corrin:_Nightfall_Ninja_Act,Green,5.11,5,2021-11-05
226,Corrin: Novice Vacationer,Fates,Flying,Blue Tome,34,31,34,22,26,147,https://feheroes.fandom.com/wiki/Corrin:_Novice_Vacationer,Blue,1.5,1,2017-07-28
227,Corrin: Of Fates,Fates,Armored,Red Sword,43,46,49,26,49,213,https://feheroes.fandom.com/wiki/Corrin:_Of_Fates,Red,9.9,9,2025-09-30
228,Corrin: Silent Bloodline,Fates,Armored,Colorless Breath,42,40,46,37,40,205,https://feheroes.fandom.com/wiki/Corrin:_Silent_Bloodline,Colorless,7.8,7,2023-08-16
229,Corrin: Starry Seer,Fates,Infantry,Blue Breath,40,42,45,36,30,193,https://feheroes.fandom.com/wiki/Corrin:_Starry_Seer,Blue,6.1,6,2022-10-06
230,Corrin: Wailing Soul,Fates,Infantry,Colorless Breath,43,35,37,31,27,173,https://feheroes.fandom.com/wiki/Corrin:_Wailing_Soul,Colorless,3.5,3,2019-05-10
231,Corrin: Young Kinship,Fates,Armored,Blue Breath,41,43,47,35,46,212,https://feheroes.fandom.com/wiki/Corrin:_Young_Kinship,Blue,9.4,9,2025-04-04
232,Cynthia: Hero Chaser,Awakening,Flying,Blue Lance,38,32,37,27,29,163,https://feheroes.fandom.com/wiki/Cynthia:_Hero_Chaser,Blue,3.6,3,2019-06-13
233,Cyril: Rhea's Attendant,Three Houses,Infantry,Red Bow,46,42,44,35,26,193,https://feheroes.fandom.com/wiki/Cyril:_Rhea%27s_Attendant,Red,7.8,7,2023-08-17
234,Dagdar: Reformed Bandit,Thracia 776,Infantry,Green Axe,44,49,35,45,25,198,https://feheroes.fandom.com/wiki/Dagdar:_Reformed_Bandit,Green,9.7,9,2025-07-19
235,Dagr: Bluster Princess,Heroes,Cavalry,Red Sword,41,45,46,30,22,184,https://feheroes.fandom.com/wiki/Dagr:_Bluster_Princess,Red,7.9,7,2023-09-07
236,Dagr: New Year Jötnar,Heroes,Flying,Green Bow,40,41,42,27,22,172,https://feheroes.fandom.com/wiki/Dagr:_New_Year_J%C3%B6tnar,Green,6.0,6,2022-01-01
237,Dagr: Sun's Radiance,Heroes,Infantry,Green Axe,41,39,41,30,25,176,https://feheroes.fandom.com/wiki/Dagr:_Sun%27s_Radiance,Green,5.3,5,2021-03-30
238,Dagr: Sunny Bloom,Heroes,Infantry,Red Sword,40,45,47,37,30,199,https://feheroes.fandom.com/wiki/Dagr:_Sunny_Bloom,Red,8.1,8,2024-10-15
239,Darros: Seawalker,Shadow Dragon / (New) Mystery,Infantry,Green Axe,46,36,32,37,21,172,https://feheroes.fandom.com/wiki/Darros:_Seawalker,Green,4.8,4,2020-08-07
240,Death Knight: The Reaper,Three Houses,Cavalry,Blue Lance,40,35,25,30,27,157,https://feheroes.fandom.com/wiki/Death_Knight:_The_Reaper,Blue,3.8,3,2019-08-12
241,Dedue: Dauntless Beast,Three Houses,Armored,Blue Beast,49,49,17,49,43,207,https://feheroes.fandom.com/wiki/Dedue:_Dauntless_Beast,Blue,9.5,9,2025-05-07
242,Dedue: Dimitri's Vassal,Three Houses,Armored,Green Axe,50,45,17,45,28,185,https://feheroes.fandom.com/wiki/Dedue:_Dimitri%27s_Vassal,Green,5.3,5,2021-03-05
243,Dedue: Loyal Life Guard,Three Houses,Infantry,Green Axe,45,46,20,47,35,193,https://feheroes.fandom.com/wiki/Dedue:_Loyal_Life_Guard,Green,8.7,8,2024-07-05
244,Deen: Bladed Sandstorm,Echoes,Cavalry,Colorless Dagger,43,36,39,27,23,168,https://feheroes.fandom.com/wiki/Deen:_Bladed_Sandstorm,Colorless,6.1,6,2022-01-17
245,Deirdre: Fated Saint,Genealogy of the Holy War,Infantry,Blue Tome,40,43,32,19,43,177,https://feheroes.fandom.com/wiki/Deirdre:_Fated_Saint,Blue,6.8,6,2022-08-31
246,Deirdre: Lady of the Forest,Genealogy of the Holy War,Infantry,Green Tome,36,33,28,16,35,148,https://feheroes.fandom.com/wiki/Deirdre:_Lady_of_the_Forest,Green,1.8,1,2017-10-16
247,Delthea: Free Spirit,Echoes,Infantry,Blue Tome,33,36,34,13,31,147,https://feheroes.fandom.com/wiki/Delthea:_Free_Spirit,Blue,1.5,1,2017-07-13
248,Delthea: Prodigy in Bloom,Echoes,Cavalry,Blue Tome,36,43,40,16,28,163,https://feheroes.fandom.com/wiki/Delthea:_Prodigy_in_Bloom,Blue,6.3,6,2022-03-08
249,Delthea: Tatarrah's Puppet,Echoes,Infantry,Blue Tome,41,36,33,19,28,157,https://feheroes.fandom.com/wiki/Delthea:_Tatarrah%27s_Puppet,Blue,3.5,3,2019-05-12
250,Dew: Benevolent Thief,Genealogy of the Holy War,Infantry,Red Dagger,41,42,48,37,24,192,https://feheroes.fandom.com/wiki/Dew:_Benevolent_Thief,Red,9.1,9,2025-01-07
251,Dheginsea: Harvest Goldoan,Radiant Dawn,Armored,Red Breath,45,45,14,41,39,184,https://feheroes.fandom.com/wiki/Dheginsea:_Harvest_Goldoan,Red,4.1,4,2020-10-08
252,Diamant: Fortified King,Engage,Infantry,Green Axe,40,50,37,49,28,204,https://feheroes.fandom.com/wiki/Diamant:_Fortified_King,Green,9.8,9,2025-08-29
253,Diamant: Gallant Ninja,Engage,Infantry,Green Axe,40,48,38,48,25,199,https://feheroes.fandom.com/wiki/Diamant:_Gallant_Ninja,Green,8.11,8,2024-11-06
254,Diamant: Rising Power,Engage,Infantry,Red Sword,41,46,36,43,21,187,https://feheroes.fandom.com/wiki/Diamant:_Rising_Power,Red,7.7,7,2023-07-18
255,Dieck: Wounded Tiger,The Binding Blade,Infantry,Green Axe,40,40,35,36,25,176,https://feheroes.fandom.com/wiki/Dieck:_Wounded_Tiger,Green,4.11,4,2020-11-17
256,Dimitri: Blessed Protector,Three Houses,Cavalry,Green Axe,41,47,46,32,19,185,https://feheroes.fandom.com/wiki/Dimitri:_Blessed_Protector,Green,8.0,8,2023-12-14
257,Dimitri: King of Faerghus,Three Houses,Infantry,Blue Lance,41,40,36,40,19,176,https://feheroes.fandom.com/wiki/Dimitri:_King_of_Faerghus,Blue,4.8,4,2020-08-18
258,Dimitri: Savage Boar,Three Houses,Infantry,Blue Lance,40,42,40,38,17,177,https://feheroes.fandom.com/wiki/Dimitri:_Savage_Boar,Blue,5.5,5,2021-05-07
259,Dimitri: Savior King,Three Houses,Infantry,Blue Lance,40,41,41,37,18,177,https://feheroes.fandom.com/wiki/Dimitri:_Savior_King,Blue,4.1,4,2020-10-30
260,Dimitri: Sky-Blue Lion,Three Houses,Cavalry,Green Axe,40,42,40,35,17,174,https://feheroes.fandom.com/wiki/Dimitri:_Sky-Blue_Lion,Green,6.6,6,2022-06-17
261,Dimitri: Stargazing Lion,Three Houses,Cavalry,Red Sword,41,49,47,34,19,190,https://feheroes.fandom.com/wiki/Dimitri:_Stargazing_Lion,Red,9.2,9,2025-02-07
262,Dimitri: The Protector,Three Houses,Cavalry,Blue Lance,40,36,29,34,18,157,https://feheroes.fandom.com/wiki/Dimitri:_The_Protector,Blue,3.7,3,2019-07-22
263,Díthorba: Cutting Knight,Genealogy of the Holy War,Flying,Blue Lance,43,35,38,23,33,172,https://feheroes.fandom.com/wiki/D%C3%ADthorba:_Cutting_Knight,Blue,5.2,5,2021-02-17
264,Donnel: Sunny Villager,Awakening,Infantry,Green Axe,46,45,31,40,30,192,https://feheroes.fandom.com/wiki/Donnel:_Sunny_Villager,Green,7.7,7,2023-07-07
265,Donnel: Village Hero,Awakening,Infantry,Blue Lance,43,35,29,32,23,162,https://feheroes.fandom.com/wiki/Donnel:_Village_Hero,Blue,1.0,1,2017-02-02
266,Dorcas: Pumpkin Smasher,The Blazing Blade,Armored,Green Axe,49,41,25,37,21,173,https://feheroes.fandom.com/wiki/Dorcas:_Pumpkin_Smasher,Green,2.1,2,2018-10-14
267,Dorcas: Serene Warrior,The Blazing Blade,Infantry,Green Axe,45,35,23,35,24,162,https://feheroes.fandom.com/wiki/Dorcas:_Serene_Warrior,Green,1.8,1,2017-11-15
268,Dorothea: Daring Ex-Singer,Three Houses,Infantry,Blue Tome,40,40,36,17,45,178,https://feheroes.fandom.com/wiki/Dorothea:_Daring_Ex-Singer,Blue,8.1,8,2024-10-15
269,Dorothea: Solar Songstress,Three Houses,Infantry,Colorless Dagger,38,37,36,16,30,157,https://feheroes.fandom.com/wiki/Dorothea:_Solar_Songstress,Colorless,4.7,4,2020-07-08
270,Dorothea: Twilit Harmony,Genealogy of the Holy War,Flying,Red Tome,37,38,35,16,26,152,https://feheroes.fandom.com/wiki/Dorothea:_Twilit_Harmony,Red,5.1,5,2021-01-18
271,Dorothea: Yuletide Dancer,Three Houses,Cavalry,Red Tome,36,41,41,16,25,159,https://feheroes.fandom.com/wiki/Dorothea:_Yuletide_Dancer,Red,7.0,7,2022-12-16
272,Dorothy: Devoted Archer,The Binding Blade,Infantry,Colorless Bow,40,46,43,25,28,182,https://feheroes.fandom.com/wiki/Dorothy:_Devoted_Archer,Colorless,7.6,7,2023-06-08
273,Dozla: Harvest Attendant,The Sacred Stones,Armored,Colorless Dagger,45,38,29,35,27,174,https://feheroes.fandom.com/wiki/Dozla:_Harvest_Attendant,Colorless,3.1,3,2019-10-09
274,Draug: Gentle Giant,Shadow Dragon / (New) Mystery,Armored,Red Sword,50,30,32,39,18,169,https://feheroes.fandom.com/wiki/Draug:_Gentle_Giant,Red,1.0,1,2017-02-02
275,Duessel: Obsidian,The Sacred Stones,Cavalry,Blue Lance,41,39,18,39,31,168,https://feheroes.fandom.com/wiki/Duessel:_Obsidian,Blue,5.0,5,2020-12-08
276,Duma: God of Strength,Echoes,Armored,Colorless Breath,48,40,21,34,31,174,https://feheroes.fandom.com/wiki/Duma:_God_of_Strength,Colorless,3.1,3,2019-01-30
277,Duma: Strength and Love,Echoes,Armored,Red Breath,47,46,19,40,43,195,https://feheroes.fandom.com/wiki/Duma:_Strength_and_Love,Red,6.1,6,2022-10-06
278,Dwyer: Sleepy Butler,Fates,Infantry,Colorless Staff,40,37,35,25,39,176,https://feheroes.fandom.com/wiki/Dwyer:_Sleepy_Butler,Colorless,7.0,7,2022-12-07
279,Echidna: Unyielding Idealist,The Binding Blade,Infantry,Green Axe,45,34,36,30,27,172,https://feheroes.fandom.com/wiki/Echidna:_Unyielding_Idealist,Green,3.11,3,2019-11-19
280,Edain: Lady of Yngvi,Genealogy of the Holy War,Infantry,Colorless Staff,44,48,31,20,45,188,https://feheroes.fandom.com/wiki/Edain:_Lady_of_Yngvi,Colorless,9.1,9,2025-01-07
281,Edelgard: Adorned Eagle,Three Houses,Armored,Green Axe,46,50,17,49,45,207,https://feheroes.fandom.com/wiki/Edelgard:_Adorned_Eagle,Green,9.2,9,2025-02-07
282,Edelgard: Adrestian Emperor,Three Houses,Armored,Green Axe,46,45,16,43,35,185,https://feheroes.fandom.com/wiki/Edelgard:_Adrestian_Emperor,Green,4.8,4,2020-08-18
283,Edelgard: Flame Emperor,Three Houses,Armored,Green Axe,45,42,17,39,36,179,https://feheroes.fandom.com/wiki/Edelgard:_Flame_Emperor,Green,4.4,4,2020-04-30
284,Edelgard: Hegemon Husk,Three Houses,Armored,Colorless Beast,45,42,14,44,39,184,https://feheroes.fandom.com/wiki/Edelgard:_Hegemon_Husk,Colorless,5.5,5,2021-05-07
